1394,13,47,29,6,4,0,0,0,0,3,0,6,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,45
8,1843,52,1,2,1,0,0,0,0,15,0,9,0,0,0,34,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53
14,24,4056,10,1,3,0,0,0,0,15,0,1,0,0,0,38,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,16,0,0,0,0,0,0,186
10,12,31,1233,1,0,0,0,0,0,3,0,9,0,0,0,1,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,58
3,3,4,5,200,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3,7,7,1,3,794,0,0,0,0,3,0,4,0,0,0,17,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,28
0,0,0,0,0,0,924,1,3,1,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,6,2,0,0,0,0,0,0,2,0,0,0,0,0,48
0,0,0,0,0,0,0,251,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,2,5,1988,13,0,2,0,0,1,2,0,0,1,0,0,1,2,0,0,0,2,3,2,1,38,2,0,0,2,0,0,1,0,0,139
0,0,0,0,0,0,0,0,3,1136,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0,35
2,21,13,2,1,3,0,0,0,0,1123,0,10,0,0,0,22,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
0,0,0,0,0,0,0,0,1,1,0,1330,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,30,3,0,1,0,0,0,2,0,0,0,0,0,74
1,10,15,0,1,4,0,0,0,0,10,0,707,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
0,0,0,0,0,0,1,0,0,1,0,0,0,843,0,1,0,0,1,1,1,0,0,0,0,0,3,2,2,0,7,3,0,0,2,0,1,2,0,0,49
0,0,0,0,0,0,2,0,4,0,0,1,0,0,803,0,0,0,7,20,1,1,6,2,0,0,0,0,2,0,7,0,0,0,2,0,1,0,0,0,46
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,713,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,30
4,20,166,2,0,10,0,0,0,0,24,0,3,0,0,0,2372,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,71
1,7,32,0,0,9,0,0,0,0,9,0,33,0,0,0,13,2404,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,156
0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,1,0,0,253,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,7
0,0,0,0,0,0,0,2,3,0,0,1,0,1,6,0,0,0,1,2034,1,1,0,1,0,0,1,0,4,1,11,1,0,0,0,0,0,3,0,0,69
0,0,0,0,0,0,0,0,0,5,0,3,0,2,0,0,0,0,0,2,2611,2,4,0,0,0,0,6,2,1,7,0,0,0,0,0,1,1,0,0,112
0,0,0,0,0,0,4,0,1,0,0,3,0,1,0,0,0,0,0,0,0,1517,10,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,48
0,0,0,0,0,0,2,0,5,2,0,5,0,0,0,0,0,0,0,0,2,8,3062,7,0,0,2,8,0,0,6,0,0,0,0,0,0,2,0,0,81
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,10,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
9,2,7,12,3,2,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29
2,3,5,20,0,1,0,0,0,0,4,0,0,0,0,0,2,3,0,0,0,0,0,0,16,224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
0,0,0,0,0,0,10,1,0,1,0,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1026,1,1,0,6,0,0,0,0,1,1,0,0,0,34
0,0,0,0,0,0,0,0,3,0,0,55,0,0,2,1,0,0,0,2,2,1,1,1,0,0,0,3168,1,0,2,1,0,0,3,1,0,4,0,0,129
0,0,0,0,0,0,1,1,3,0,0,2,0,1,0,1,0,0,2,0,2,0,2,0,0,0,1,2,2472,3,6,0,0,0,0,0,0,25,1,0,124
0,0,0,0,0,0,0,9,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,6,700,11,0,0,0,0,0,2,7,0,0,12
0,0,0,0,0,0,0,2,21,2,0,0,0,3,0,0,0,0,0,2,1,0,5,0,0,0,3,5,0,1,3365,0,0,0,5,0,0,7,0,0,121
0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,187,0,0,3,0,0,0,0,0,13
1,2,6,2,0,1,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,162,1,0,0,0,0,0,0,11
1,0,9,3,2,6,0,0,0,0,7,0,1,0,0,0,4,16,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,967,0,0,0,0,0,0,28
0,0,0,0,0,0,1,0,2,1,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,695,0,0,0,0,0,21
0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,3,0,0,0,0,1,1,1,0,0,0,0,4,1,0,0,0,0,0,1,1177,2,0,0,0,44
0,0,0,0,0,0,0,0,4,6,0,1,0,0,1,26,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,682,0,0,0,62
0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,23,0,15,0,0,0,0,0,0,1285,0,0,94
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,72,6,2,4,4,1,204,24,7,24,3,8,0,43,12,10,1,4,11,4,28,4,10,1,1,18,17,1,42,0,1,12,3,11,8,10,0,0,0
